8,If a is an int array of length 2 and a[0] and a[1] hold values 7 and 13 respectively what are their values after fun(a) is called? The method fun is defined as follows:\n\tpublic void fun(int[] x){\n\t\tx[0] = (int)(100.0 * x[0] / (x[0] + x[1]));\n\t\tx[1] = (int)(100.0 * x[1] / (x[0] + x[1]));\n\t},7 and 13,35 and 27,34 and 64,35 and 65,34 and 66,35 and 27
8,fun is defined as follows:\n\tpublic int fun(int[] v){\n\t\tv[0]--;\n\t\treturn v[0]+2;\n\t}\nWhat is the value of v[0] after the following code segment is executed?\n\tint[] v = {345};\n\tv[0]=fun(v);,1,2,3,4,5,4
9,What is the smallest required number of comparisons in an optimal algorithm (based on comparing values) that puts any THREE distinct values into a list in ascending order? What is the answer for FOUR distinct values?,2 and 3,3 and 4,3 and 5,3 and 6,6 and 12,3 and 5
9,The Binary Search algorithm normally finds a value in an array sorted in ascending order. Suppose that by mistake the algorithm is used on an unsorted array with the following seven elements: 1 3 2 5 13 8 21. Which of the following target values will NOT be found?,1,3,5,13,21,13
9,An array has 4095 = 212-1 elements arranged in ascending order. Binary Search is used to find the position of a target value. This Binary Search is implemented iteratively in such a way that in each iteration the target is compared to one of the elements of the array. Suppose we know that the target is somewhere in the array. What number of iterations guarantees that a target value is found?,10,11,12,2047,4095,11
9,If a heap has 2099 nodes how many of them are leaves?,51,1023,1024,1050,1075,1050
9,a and b are arrays of integers and each of them has n elements. a is sorted in ascending order and b is sorted in descending order. What is the big-O in terms of n for the number of comparisons in an optimal algorithm that determines whether there exists i such that a[i] == b[i]?,O(log n),O((log n)^2),O(n),O(n log n),O(n^2),O(log n)
9,Suppose an array of n elements is sorted in ascending order. Then 5 elements are picked randomly and assigned random values. Which of the following sorting algorithms guarantees to restore the ascending order in that array using no more than O(n) comparisons?\n\tI. Selection Sort\n\tII. Insertion Sort|n\tIII. Mergesort,I only,II only,I and II,II and III,I II and III,II only
9,Suppose an n by n matrix of “black” and “white” pixels (for example 1s and 0s) represents a picture of a black blob that fills the southeastern corner of the picture. The blob’s boundary extends in a generally southwest-to-northeast direction. All the pixels below and to the right of any black pixel are black. What is the worst-case big-O in terms of n for the total number of integer additions plus pixel comparisons in an optimal algorithm that determines the area of a blob (the number of black pixels in the blob)?,O(log n),O((log n)^2),O(n),O(n log n),O(n^2),O(n)
9,The elements in an array of size n are first increasing (a[i] < a[i+1]) until they reach a maximum value then decreasing (a[i] > a[i+1]). What are the respective big-O estimates for the number of comparisons in two optimal algorithms one that finds a maximum value in such an array and another that sorts the array in ascending order?,O(log n) and O(n),O(log n) and O(log n),O(n) and O(n),O(n) and O(log n),O(n) and O(n^2),O(log n) and O(n)
9,Insertion Sort is a sorting algorithm that works as follows: keep the first k elements of the array sorted; find the right place and insert the next element among the first k. These steps are repeated for k = 1 ... n. Sequential Search is usually used to find the right spot in which to insert the next element. Suppose we use Binary Search instead of Sequential Search in this algorithm. How would big-O for the number of comparisons among the elements (not counting the number of moves or swaps) change?,No change,From O(n) and O(log n),From O(n^2) to O(n^2/2),From O(n^2) to O(n log n),From O(n^2) to O(n),From O(n^2) to O(n log n)
9,The integer values stored in a two-dimensional n-by-n array m have the following property: for any two values in the array m[r1][c1] and m[r2][c2] if r1 < r2 then m[r1][c1] < m[r2][c2]. What is the worst-case time for an optimal algorithm that finds out whether a target value is in m?,O(log n),O(n),O((log n)^2),O(n log n),O(n^2),O(n)
